currentid   ICAO_type
C-FSKA      BE10            
C-FSKN      BE20            
C-FSKO      BE20            
C-FSKQ      BE20            
C-FSKS      C208            
C-FSKX      BE20            
C-FSMH      M600            
C-FSPM      AC90            
C-FSPN      BE20            
C-FSSD      B350            
C-FSUD      AC90            
C-FSUG      BE20            
C-FSUJ      C208            
C-FSXG      BE9L            
C-FTAB      PC12            
C-FTEK      KODI            
C-FTLW      C208            
C-FTMB      M700            
C-FTMO      C208            
C-FTPE      BE9L            
C-FTRX      PC12            
C-FTSU      C208            
C-FTTL      C208            
C-FTVB      C208            
C-FTVL      C208            
C-FTVN      C208            
C-FTVO      C208            
C-FTVP      C208            
C-FTYO      BE20            
C-FTYZ      BE10            
C-FUAK      BE20            
C-FUAM      PC12            
C-FUBN      C208            
C-FUNF      BE20            
C-FUPQ      BE10            
C-FUYC      C208            
C-FVAX      C425            
C-FVCC      BE20            
C-FVEK      PC12            
C-FVFN      BE20            
C-FVPK      PC12            
C-FVTS      BE20            
C-FWAF      PC12            
C-FWAL      PC12            
C-FWAP      TBM9            
C-FWAV      PC12            
C-FWAW      C208            
C-FWDC      B360            
C-FWGH      B350            
C-FWKQ      PC12            
C-FWOF      PAY2            
C-FWPG      BE10            
C-FWRM      BE10            
C-FWVR      C208            
C-FWWK      BE30            
C-FWWQ      BE20            
C-FWXI      BE20            
C-FWYN      BE10            
C-FXAB      PC12            
C-FXAT      B350            
C-FXAZ      C208            
C-FXBC      BE30            
C-FXCL      C208            
C-FXDE      BE10            
C-FXMY      BE20            
C-FXWF      TBM9            
C-FYBG      PC12            
C-FYBM      C208            
C-FYCB      BE9L            
C-FYID      TBM9            
C-FYKN      B350            
C-FYMK      C208            
C-FYMN      PC12            
C-FYMT      C208            
C-FYRH      PC12            
C-FYTY      B350            
C-FYUT      PC12            
C-FYZS      PC12            
C-FZAM      C208            
C-FZIZ      PC6T            
C-FZLZ      PC6T            
C-FZNQ      BE20            
C-FZQG      MU2             
C-FZRJ      C208            
C-FZRQ      AC90            
C-FZTV      C208            
C-FZVX      BE20            
C-FZWF      TBM9            
C-GAAH      C208            
C-GAAL      AC90            
C-GAAP      PC6T            
C-GAAX      C208            
C-GABF      BE20            
C-GABI      BE10            
C-GABJ      C208            
C-GABM      C208            
C-GADI      B350            
C-GAEW      BE20            
C-GAGE      C441            
C-GAGK      C208            
C-GALK      B350            
C-GAPD      PC12            
C-GASI      BE10            
C-GATH      C208            
C-GATJ      B350            
C-GATK      BE20            
C-GATY      C208            
C-GAWA      BE9L            
C-GAWP      PC12            
C-GBAP      PC12            
C-GBCG      B360            
C-GBCM      KODI            
C-GBCN      B350            
C-GBDC      AC90            
C-GBFE      BE10            
C-GBFU      BN2P            
C-GBFW      BE20            
C-GBII      PC12            
C-GBJV      PC12            
C-GBMF      PC12            
C-GBQD      AC90            
C-GBRZ      KODI            
C-GBTA      PC12            
C-GBTF      KODI            
C-GBTI      BE9L            
C-GBTL      PC12            
C-GBTS      TBM7            
C-GBUF      TBM7            
C-GBXW      TBM9            
C-GBYN      BE20            
C-GCAF      C208            
C-GCAO      B360            
C-GCAQ      B350            
C-GCCA      B360            
C-GCEA      B360            
C-GCEU      B350            
C-GCFB      BE9L            
C-GCFF      BE20            
C-GCFZ      BE9L            
C-GCGA      C208            
C-GCHC      C208            
C-GCLQ      BE20            
C-GCOM      P180            
C-GCVS      BE20            
C-GCVU      P180            
C-GCYN      BE20            
C-GDAA      AC90            
C-GDBJ      PC12            
C-GDCL      AC90            
C-GDEC      C208            
C-GDFF      BE9L            
C-GDFN      BE20            
C-GDHF      BE20            
C-GDHS      BE9L            
C-GDLC      C208            
C-GDLO      KODI            
C-GDPI      BE10            
C-GDRU      B350            
C-GDSH      PC12            
C-GDTL      PC12            
C-GDUA      C441            
C-GDYT      M700            
C-GEAG      BE20            
C-GECT      PC12            
C-GEDV      BE20            
C-GEHS      BE20            
C-GEJE      B350            
C-GETR      TBM9            
C-GEVO      C208            
C-GEYD      C208            
C-GFAD      BE20            
C-GFAE      BE20            
C-GFAL      BE20            
C-GFAV      BE20            
C-GFBN      PAY3            
C-GFHC      C208            
C-GFIA      C208            
C-GFKA      PC12            
C-GFKK      TBM8            
C-GFLA      PC12            
C-GFLN      PC12            
C-GFLZ      B350            
C-GFOL      BE20            
C-GFOX      P180            
C-GFPP      AC90            
C-GFPT      M600            
C-GFSB      PC12            
C-GFSG      BE20            
C-GFZM      M600            
C-GGAA      AC90            
C-GGAO      BE20            
C-GGDC      MU2             
C-GGGQ      BE20            
C-GGHP      TBM8            
C-GGJF      BE20            
C-GGJG      BN2P            
C-GGMC      BE9L            
C-GGPX      BE20            
C-GGRD      C208            
C-GGUH      C208            
C-GGZZ      C208            
C-GHAN      C208            
C-GHDP      BE20            
C-GHJF      BE20            
C-GHLI      C208            
C-GHML      TBM9            
C-GHOP      BE20            
C-GHPF      PC12            
C-GHRK      BN2P            
C-GHSQ      B350            
C-GHVS      TBM9            
C-GHWF      AC90            
C-GHXD      C208            
C-GHYT      BE10            
C-GIAA      AC90            
C-GIAE      BE10            
C-GICR      PC12            
C-GIGO      C208            
C-GIHF      BN2P            
C-GIKP      C208            
C-GILK      B350            
C-GILS      BN2P            
C-GIOX      PC12            
C-GIPL      AC95            
C-GIPM      AC90            
C-GISZ      BE20            
C-GIWO      C208            
C-GIZX      BE10            
C-GJAW      PC12            
C-GJBV      BE10            
C-GJDI      BE20            
C-GJFC      PC12            
C-GJFO      AC90            
C-GJFY      BE20            
C-GJJF      BE10            
C-GJJT      BE20            
C-GJKL      B360            
C-GJLI      BE20            
C-GJLJ      BE10            
C-GJLK      B350            
C-GJMM      PC12            
C-GJPX      C208            
C-GJRG      PC12            
C-GJVA      PC12            
C-GJVM      PC12            
C-GKAJ      BE10            
C-GKAO      PC12            
C-GKAU      PC12            
C-GKAW      BN2P            
C-GKAY      PC12            
C-GKBM      B350            
C-GKBN      BE20            
C-GKBP      BE20            
C-GKDG      KODI            
C-GKDZ      AC90            
C-GKGS      PAY3            
C-GKHD      B350            
C-GKHI      BE20            
C-GKIX      PC12            
C-GKJW      C208            
C-GKMT      C425            
C-GKNV      BE20            
C-GKNW      PC12            
C-GKOM      C208            
C-GKUC      PC12            
C-GKVP      PAY3            
C-GLAI      PC12            
C-GLAJ      C208            
C-GLEM      P180            
C-GLER      M600            
C-GLFX      M600            
C-GLIJ      P46T            
C-GLJV      BE20            
C-GLKZ      TBM9            
C-GLLO      TBM9            
C-GLOX      B350            
C-GLPF      KODI            
C-GLPY      BE10            
C-GLRE      PAY2            
C-GLRT      C208            
C-GLTG      TBM9            
C-GLUD      B350            
C-GLUF      BE20            
C-GLUH      BE20            
C-GLUL      BE20            
C-GLUN      BE20            
C-GLUP      BE20            
C-GLUQ      BE20            
